"","id","species","brightness","microhab","species_code"
"220","FL14-01","nux",3792.587997,"arboreal",20
"221","FL14-01","nux",3576.580684,"arboreal",20
"222","FL14-01","nux",4256.185351,"arboreal",20
"223","FL14-01","nux",3389.130219,"arboreal",20
"224","FL14-01","nux",4579.232604,"arboreal",20
"225","FL14-01","nux",3553.976702,"arboreal",20
"226","FL14-01","nux",5694.835335,"arboreal",20
"227","FL14-01","nux",3773.481373,"arboreal",20
"228","FL14-01","nux",4444.323506,"arboreal",20
"229","FL14-01","nux",3610.381762,"arboreal",20
"230","FL14-01","nux",7335.658488,"arboreal",20
"231","FL14-01","nux",3611.161472,"arboreal",20
"232","FL14-01","nux",3292.488466,"arboreal",20
"233","FL14-01","nux",4496.725969,"arboreal",20
"234","FL14-01","nux",4894.6366,"arboreal",20
"235","FL14-01","nux",4855.632708,"arboreal",20
"236","FL14-01","nux",4529.302297,"arboreal",20
"237","FL14-01","nux",4882.172577,"arboreal",20
"238","FL14-01","nux",4290.243466,"arboreal",20
"239","FL14-01","nux",4565.611275,"arboreal",20
"240","FL14-01","nux",3202.459164,"arboreal",20
"241","FL14-01","nux",4713.698484,"arboreal",20
"242","FL14-01","nux",4505.708879,"arboreal",20
"243","FL14-01","nux",4360.013195,"arboreal",20
"244","FL14-01","nux",4769.974316,"arboreal",20
"245","FL14-01","nux",3411.336385,"arboreal",20
"246","FL14-01","nux",6099.773169,"arboreal",20
"247","FL14-01","nux",5504.419069,"arboreal",20
"248","FL14-01","nux",4102.223123,"arboreal",20
"249","FL14-01","nux",4373.233762,"arboreal",20
"250","FL14-01","nux",4525.761489,"arboreal",20
"251","FL14-01","nux",3843.851713,"arboreal",20
"252","FL14-01","nux",3558.941654,"arboreal",20
"253","FL14-01","nux",3454.155905,"arboreal",20
"254","FL14-01","nux",3869.513858,"arboreal",20
"255","FL14-01","nux",4254.013723,"arboreal",20
"256","FL14-02","calvus",4553.963138,"terrestrial",7
"257","FL14-02","calvus",3602.656315,"terrestrial",7
"258","FL14-02","calvus",3464.434171,"terrestrial",7
"259","FL14-02","calvus",3246.268791,"terrestrial",7
"260","FL14-02","calvus",3261.575058,"terrestrial",7
"261","FL14-02","calvus",3794.50775,"terrestrial",7
"262","FL14-02","calvus",3624.224045,"terrestrial",7
"263","FL14-02","calvus",3293.983493,"terrestrial",7
"264","FL14-02","calvus",3407.838215,"terrestrial",7
"265","FL14-02","calvus",3539.64286,"terrestrial",7
"266","FL14-02","calvus",4137.705036,"terrestrial",7
"267","FL14-02","calvus",3660.705842,"terrestrial",7
"268","FL14-02","calvus",3699.514364,"terrestrial",7
"269","FL14-02","calvus",2743.275544,"terrestrial",7
"270","FL14-02","calvus",3361.833603,"terrestrial",7
"271","FL14-02","calvus",3613.603951,"terrestrial",7
"272","FL14-02","calvus",4110.500866,"terrestrial",7
"273","FL14-02","calvus",3925.543948,"terrestrial",7
"274","FL14-02","calvus",4178.323796,"terrestrial",7
"275","FL14-02","calvus",3495.059185,"terrestrial",7
"276","FL14-02","calvus",3366.18897,"terrestrial",7
"277","FL14-02","calvus",4233.791393,"terrestrial",7
"278","FL14-02","calvus",3315.93461,"terrestrial",7
"279","FL14-02","calvus",3572.357824,"terrestrial",7
"280","FL14-02","calvus",3343.520937,"terrestrial",7
"281","FL14-02","calvus",3759.936976,"terrestrial",7
"282","FL14-02","calvus",3717.341707,"terrestrial",7
"283","FL14-02","calvus",4282.790737,"terrestrial",7
"284","FL14-02","calvus",3423.960582,"terrestrial",7
"285","FL14-02","calvus",3142.753317,"terrestrial",7
"286","FL14-03","nucula",5576.806153,"terrestrial",19
"287","FL14-06","nucula",7466.961095,"terrestrial",19
"288","FL14-06","nucula",5765.046306,"terrestrial",19
"289","FL14-06","nucula",5525.033773,"terrestrial",19
"290","FL14-06","nucula",7874.43246,"terrestrial",19
"291","FL14-06","nucula",4888.633416,"terrestrial",19
"292","FL14-06","nucula",4831.975826,"terrestrial",19
"293","FL14-06","nucula",4428.233489,"terrestrial",19
"294","FL14-06","nucula",5471.23977,"terrestrial",19
"295","FL14-06","nucula",6079.705207,"terrestrial",19
"296","FL14-06","nucula",12078.50427,"terrestrial",19
"297","FL14-06","nucula",6048.937969,"terrestrial",19
"298","FL14-06","nucula",8471.601372,"terrestrial",19
"299","FL14-06","nucula",6087.127456,"terrestrial",19
"300","FL14-06","nucula",6590.225734,"terrestrial",19
"301","FL14-06","nucula",6078.726451,"terrestrial",19
"302","FL14-06","nucula",5560.330957,"terrestrial",19
"303","FL14-06","nucula",6174.760555,"terrestrial",19
"304","FL14-06","nucula",4594.380824,"terrestrial",19
"305","FL14-06","nucula",5084.809871,"terrestrial",19
"306","FL14-06","nucula",7479.184492,"terrestrial",19
"307","FL14-06","nucula",6308.184149,"terrestrial",19
"308","FL14-06","nucula",4905.702605,"terrestrial",19
"309","FL14-06","nucula",3621.88536,"terrestrial",19
"310","FL14-06","nucula",6387.233816,"terrestrial",19
"311","FL14-06","nucula",4802.238361,"terrestrial",19
"312","FL14-06","nucula",4391.377954,"terrestrial",19
"313","FL14-06","nucula",6984.401701,"terrestrial",19
"314","FL14-06","nucula",5172.108656,"terrestrial",19
"315","FL14-06","nucula",6642.651609,"terrestrial",19
"316","FL14-06","nucula",5822.082136,"terrestrial",19
"317","FL14-06","nucula",5788.047331,"terrestrial",19
"318","FL14-06","nucula",5325.509916,"terrestrial",19
"319","FL14-06","nucula",5342.954397,"terrestrial",19
"320","FL14-06","nucula",6399.620136,"terrestrial",19
"321","FL14-06","nucula",5182.44258,"terrestrial",19
"322","FL14-06","nucula",4960.095195,"terrestrial",19
"323","FL14-06","nucula",8884.979606,"terrestrial",19
"324","SN14-01","tortuganus",5729.235784,"arboreal",43
"325","SN14-01","tortuganus",11794.125,"arboreal",43
"326","SN14-01","tortuganus",6001.812335,"arboreal",43
"327","SN14-01","tortuganus",5090.059063,"arboreal",43
"328","SN14-01","tortuganus",6996.961182,"arboreal",43
"329","SN14-01","tortuganus",9791.80984,"arboreal",43
"330","SN14-01","tortuganus",5940.298606,"arboreal",43
"331","SN14-01","tortuganus",11405.63633,"arboreal",43
"332","SN14-01","tortuganus",6266.788843,"arboreal",43
"333","SN14-01","tortuganus",5195.361745,"arboreal",43
"334","SN14-01","tortuganus",6905.365313,"arboreal",43
"335","SN14-01","tortuganus",7602.452352,"arboreal",43
"336","SN14-01","tortuganus",4770.194315,"arboreal",43
"337","SN14-01","tortuganus",6082.061018,"arboreal",43
"338","SN14-01","tortuganus",6378.179211,"arboreal",43
"339","SN14-01","tortuganus",5234.067666,"arboreal",43
"340","SN14-01","tortuganus",6468.859868,"arboreal",43
"341","SN14-01","tortuganus",5197.551758,"arboreal",43
"342","SN14-01","tortuganus",6638.161778,"arboreal",43
"343","SN14-01","tortuganus",5437.166716,"arboreal",43
"344","SN14-01","tortuganus",6778.833952,"arboreal",43
"345","SN14-01","tortuganus",5831.76452,"arboreal",43
"346","SN14-01","tortuganus",5396.443408,"arboreal",43
"347","SN14-01","tortuganus",4482.225199,"arboreal",43
"348","SN14-01","tortuganus",4826.415871,"arboreal",43
"349","SN14-01","tortuganus",4860.677116,"arboreal",43
"350","SN14-01","tortuganus",4959.788175,"arboreal",43
"351","SN14-01","tortuganus",6712.908401,"arboreal",43
"352","SN14-01","tortuganus",6542.913461,"arboreal",43
"353","SN14-01","tortuganus",6582.502149,"arboreal",43
"354","SN14-01","tortuganus",4759.056778,"arboreal",43
"355","SN14-02","tortuganus",4186.088728,"arboreal",43
"356","SN14-02","tortuganus",4448.6097,"arboreal",43
"357","SN14-02","tortuganus",3996.417739,"arboreal",43
"358","SN14-02","tortuganus",6429.972999,"arboreal",43
"359","SN14-02","tortuganus",5757.57009,"arboreal",43
"360","SN14-02","tortuganus",3616.938945,"arboreal",43
"361","SN14-02","tortuganus",3588.125969,"arboreal",43
"362","SN14-02","tortuganus",3686.344488,"arboreal",43
"363","SN14-02","tortuganus",3581.171648,"arboreal",43
"364","SN14-02","tortuganus",4375.258763,"arboreal",43
"365","SN14-02","tortuganus",4104.385113,"arboreal",43
"366","SN14-02","tortuganus",6515.613221,"arboreal",43
"367","SN14-02","tortuganus",3511.59185,"arboreal",43
"368","SN14-02","tortuganus",4814.383032,"arboreal",43
"369","SN14-02","tortuganus",6346.803956,"arboreal",43
"370","SN14-02","tortuganus",6481.464518,"arboreal",43
"371","SN14-02","tortuganus",6213.676597,"arboreal",43
"372","SN14-02","tortuganus",3200.286761,"arboreal",43
"373","SN14-02","tortuganus",7430.125309,"arboreal",43
"374","SN14-02","tortuganus",9230.54874,"arboreal",43
"375","SN14-02","tortuganus",4239.656259,"arboreal",43
"376","SN14-02","tortuganus",5302.975243,"arboreal",43
"377","SN14-02","tortuganus",4359.822268,"arboreal",43
"378","SN14-02","tortuganus",3992.516192,"arboreal",43
"379","SN14-02","tortuganus",4864.692265,"arboreal",43
"380","SN14-02","tortuganus",4460.849985,"arboreal",43
"381","SN14-02","tortuganus",4327.576698,"arboreal",43
"382","SN14-02","tortuganus",4628.869559,"arboreal",43
"383","SN14-02","tortuganus",4375.474278,"arboreal",43
"384","SN14-02","tortuganus",4453.905627,"arboreal",43
"385","SN14-02","tortuganus",3941.801525,"arboreal",43
"386","SN14-02","tortuganus",4344.05851,"arboreal",43
"387","SN14-02","tortuganus",3130.157932,"arboreal",43
"388","SN14-02","tortuganus",3947.334051,"arboreal",43
"389","SN14-02","tortuganus",5042.33845,"arboreal",43
"390","SN14-02","tortuganus",8274.698193,"arboreal",43
"391","SN14-02","tortuganus",4951.192906,"arboreal",43
"392","SN14-02","tortuganus",4322.112864,"arboreal",43
"393","SN14-02","tortuganus",4741.254527,"arboreal",43
"394","SN14-02","tortuganus",5623.231235,"arboreal",43
"395","SN14-02","tortuganus",4427.414994,"arboreal",43
"396","SN14-03","tortuganus",8141.646012,"arboreal",43
"397","SN14-03","tortuganus",6177.810764,"arboreal",43
"398","SN14-03","tortuganus",4706.486943,"arboreal",43
"399","SN14-03","tortuganus",7192.648272,"arboreal",43
"400","SN14-03","tortuganus",5647.640966,"arboreal",43
"401","SN14-03","tortuganus",4422.452017,"arboreal",43
"402","SN14-03","tortuganus",4686.472024,"arboreal",43
"403","SN14-03","tortuganus",5990.365892,"arboreal",43
"404","SN14-03","tortuganus",7829.636178,"arboreal",43
"405","SN14-03","tortuganus",6855.17549,"arboreal",43
"406","SN14-03","tortuganus",6643.497298,"arboreal",43
"407","SN14-03","tortuganus",6416.675157,"arboreal",43
"408","SN14-03","tortuganus",7199.100155,"arboreal",43
"409","SN14-03","tortuganus",7193.07338,"arboreal",43
"410","SN14-03","tortuganus",7620.461915,"arboreal",43
"411","SN14-03","tortuganus",7546.276614,"arboreal",43
"412","SN14-03","tortuganus",7446.833073,"arboreal",43
"413","SN14-03","tortuganus",7007.661839,"arboreal",43
"414","SN14-03","tortuganus",5424.179272,"arboreal",43
"415","SN14-03","tortuganus",10807.93424,"arboreal",43
"416","SN14-03","tortuganus",8481.794621,"arboreal",43
"417","SN14-04","albermarlensis",6031.7867,"arboreal",2
"418","SN14-04","albermarlensis",10136.63896,"arboreal",2
"419","SN14-04","albermarlensis",11591.10353,"arboreal",2
"420","SN14-04","albermarlensis",8077.625691,"arboreal",2
"421","SN14-04","albermarlensis",5099.468299,"arboreal",2
"422","SN14-04","albermarlensis",6255.524715,"arboreal",2
"423","SN14-04","albermarlensis",13286.91984,"arboreal",2
"424","SN14-04","albermarlensis",7590.004559,"arboreal",2
"425","SN14-04","albermarlensis",6418.368077,"arboreal",2
"426","SN14-04","albermarlensis",7220.075023,"arboreal",2
"427","SN14-04","albermarlensis",8476.400417,"arboreal",2
"428","SN14-04","albermarlensis",13721.52435,"arboreal",2
"429","SN14-04","albermarlensis",11923.50196,"arboreal",2
"430","SN14-04","albermarlensis",6488.413155,"arboreal",2
"431","SN14-04","albermarlensis",5873.850193,"arboreal",2
"432","SN14-04","albermarlensis",6029.270244,"arboreal",2
"433","SN14-04","albermarlensis",4470.560719,"arboreal",2
"434","SN14-04","albermarlensis",6743.940682,"arboreal",2
"435","SN14-04","albermarlensis",4164.287996,"arboreal",2
"436","SN14-04","albermarlensis",3952.310713,"arboreal",2
"437","SN14-04","albermarlensis",6786.62849,"arboreal",2
"438","SN14-04","albermarlensis",10465.95783,"arboreal",2
"439","SN14-04","albermarlensis",11758.9263,"arboreal",2
"440","SN14-04","albermarlensis",8282.774138,"arboreal",2
"441","SN14-04","albermarlensis",4352.388707,"arboreal",2
"442","SN14-04","albermarlensis",9198.53021,"arboreal",2
"443","SN14-04","albermarlensis",5044.997545,"arboreal",2
"444","SN14-04","albermarlensis",5271.963473,"arboreal",2
"445","SN14-04","albermarlensis",13179.05146,"arboreal",2
"446","SN14-04","albermarlensis",8534.523091,"arboreal",2
"447","SN14-04","albermarlensis",7450.343414,"arboreal",2
"448","SN14-04","albermarlensis",11288.58453,"arboreal",2
"449","SN14-05","albermarlensis",3823.012363,"arboreal",2
"450","SN14-05","albermarlensis",4965.957306,"arboreal",2
"451","SN14-05","albermarlensis",5074.569918,"arboreal",2
"452","SN14-05","albermarlensis",3024.766603,"arboreal",2
"453","SN14-05","albermarlensis",6003.887758,"arboreal",2
"454","SN14-05","albermarlensis",5728.640512,"arboreal",2
"455","SN14-06","simrothi",5395.530566,"arboreal",34
"456","SN14-06","simrothi",4469.044986,"arboreal",34
"457","SN14-06","simrothi",9539.683439,"arboreal",34
"458","SN14-06","simrothi",3136.527233,"arboreal",34
"459","SN14-06","simrothi",3723.032519,"arboreal",34
"460","SN14-06","simrothi",4177.80787,"arboreal",34
"461","SN14-06","simrothi",6392.697183,"arboreal",34
"462","SN14-06","simrothi",4844.2822,"arboreal",34
"463","SN14-06","simrothi",3547.361652,"arboreal",34
"464","SN14-06","simrothi",3881.725886,"arboreal",34
"465","SN14-06","simrothi",4089.418227,"arboreal",34
"466","SN14-06","simrothi",4396.860924,"arboreal",34
"467","SN14-06","simrothi",6313.957843,"arboreal",34
"468","SN14-06","simrothi",2676.1979,"arboreal",34
"469","SN14-06","simrothi",4988.320898,"arboreal",34
"470","SN14-06","simrothi",6221.133921,"arboreal",34
"471","SN14-06","simrothi",3887.823041,"arboreal",34
"472","SN14-06","simrothi",6775.390425,"arboreal",34
"473","SN14-06","simrothi",4615.861822,"arboreal",34
"474","SN14-06","simrothi",7312.823281,"arboreal",34
"475","SN14-06","simrothi",3050.421179,"arboreal",34
"476","SN14-06","simrothi",4026.446849,"arboreal",34
"477","SN14-06","simrothi",6543.398867,"arboreal",34
"478","SN14-06","simrothi",2979.216704,"arboreal",34
"479","SN14-06","simrothi",3171.542498,"arboreal",34
